opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,target_won,sector,company_age,revenue,employees,is_subsidiary,is_domestic,manager,regional_office
3S31RHE5,Cassey Cress,GTXPro,Betasoloin,Won,2017-03-15,2017-05-18,4497.0,1,medical,19,251.41,495,0,1,Rocco Neubert,East
GOM8T4Y4,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2017-03-15,2017-05-09,1178.0,1,software,20,2714.9,2641,1,1,Melvin Marxen,Central
7Z5AVSH6,Darcel Schlecht,GTXPro,Treequote,Won,2017-03-15,2017-06-21,4969.0,1,telecommunications,30,5266.09,8595,1,1,Melvin Marxen,Central
E7OPE1O8,Darcel Schlecht,MG Special,Rangreen,Won,2017-03-15,2017-03-20,60.0,1,technolgy,31,2938.67,8775,0,0,Melvin Marxen,Central
647E6ED0,Darcel Schlecht,MG Advanced,Dontechi,Won,2017-03-15,2017-06-05,2875.0,1,software,36,4618.0,10083,0,1,Melvin Marxen,Central
PEX6S873,Elease Gluck,GTK 500,Cheers,Lost,2017-03-15,2017-05-19,0.0,0,entertainment,25,4269.9,6472,1,1,Celia Rouche,West
M9OTPNII,Garret Kinder,GTX Plus Pro,Donware,Won,2017-03-15,2017-05-20,6177.0,1,marketing,19,1197.44,2570,0,1,Cara Losch,East
EZRICI17,Gladys Colclough,MG Advanced,Rundofase,Lost,2017-03-15,2017-06-28,0.0,0,technolgy,35,1008.06,1238,0,1,Melvin Marxen,Central
BAXENBTS,Kary Hendrixson,GTXPro,Finjob,Lost,2017-03-15,2017-05-06,0.0,0,employment,30,2059.9,3644,0,1,Summer Sewald,West
086279IX,Kary Hendrixson,GTXPro,Kan-code,Won,2017-03-15,2017-06-14,4369.0,1,software,36,11698.03,34288,0,1,Summer Sewald,West
6EEC9HQQ,Kary Hendrixson,GTXPro,Y-corporation,Won,2017-03-15,2017-05-21,4878.0,1,employment,35,2871.35,9561,0,1,Summer Sewald,West
MHN0SWM2,Lajuana Vencill,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-15,2017-06-21,4527.0,1,retail,11,894.33,1635,0,0,Dustin Brinkmann,Central
8SKE4TT5,Maureen Marcano,GTX Plus Basic,Xx-holding,Lost,2017-03-15,2017-05-30,0.0,0,finance,25,7537.24,20293,0,1,Summer Sewald,West
IGELOJ42,Moses Frase,GTX Plus Pro,Cancity,Won,2017-03-15,2017-06-03,6102.0,1,retail,17,718.62,2448,0,1,Dustin Brinkmann,Central
0LMA8GMJ,Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,2017-03-15,2017-05-10,4983.0,1,software,16,987.39,2253,0,1,Cara Losch,East
E40RN3MN,Versie Hillebrand,MG Special,Isdom,Won,2017-03-15,2017-03-25,47.0,1,medical,16,3178.24,4540,0,1,Dustin Brinkmann,Central
093R7PK9,Vicki Laflamme,MG Special,Zoomit,Won,2017-03-15,2017-06-11,52.0,1,entertainment,26,324.19,978,0,1,Celia Rouche,West
I8A9OXP2,Violet Mclelland,GTXPro,Gekko & Co,Won,2017-03-15,2017-06-25,5031.0,1,retail,28,2520.83,3502,0,1,Cara Losch,East
7IFEKEMG,Violet Mclelland,MG Special,Bioplex,Won,2017-03-15,2017-06-06,53.0,1,medical,27,326.82,1016,0,1,Cara Losch,East
K2KK9SW2,Anna Snelling,GTX Basic,Inity,Won,2017-03-16,2017-05-02,550.0,1,marketing,32,2403.58,8801,0,1,Dustin Brinkmann,Central
8SIG4C8X,Boris Faz,GTXPro,Donquadtech,Won,2017-03-16,2017-06-06,5223.0,1,technolgy,26,1712.68,3194,1,1,Rocco Neubert,East
K4ETVW4H,Boris Faz,MG Special,Betasoloin,Won,2017-03-16,2017-05-12,53.0,1,medical,19,251.41,495,0,1,Rocco Neubert,East
YA2NDY1H,Cassey Cress,GTXPro,Bluth Company,Won,2017-03-16,2017-05-17,4519.0,1,technolgy,25,1242.32,3027,1,1,Rocco Neubert,East
G6DYTQQE,Corliss Cosme,GTXPro,Vehement Capital Partners,Won,2017-03-16,2017-06-01,4833.0,1,finance,25,646.1,883,1,1,Cara Losch,East
RZZ9K7UN,Daniell Hammack,GTX Plus Pro,Zencorporation,Won,2017-03-16,2017-06-29,5407.0,1,technolgy,7,40.79,142,0,0,Rocco Neubert,East
3918OU6O,Darcel Schlecht,GTX Basic,Rundofase,Lost,2017-03-16,2017-05-02,0.0,0,technolgy,35,1008.06,1238,0,1,Melvin Marxen,Central
YZ9ZKK3P,Hayden Neloms,MG Special,Finjob,Won,2017-03-16,2017-05-08,56.0,1,employment,30,2059.9,3644,0,1,Celia Rouche,West
E1921PBZ,Kary Hendrixson,GTX Basic,Finjob,Won,2017-03-16,2017-05-23,468.0,1,employment,30,2059.9,3644,0,1,Summer Sewald,West
0E761F02,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-03-16,2017-05-02,579.0,1,software,36,11698.03,34288,0,1,Summer Sewald,West
HDBNC8W1,Lajuana Vencill,MG Advanced,Treequote,Won,2017-03-16,2017-06-11,3185.0,1,telecommunications,30,5266.09,8595,1,1,Dustin Brinkmann,Central
KP6NOWM7,Markita Hansen,MG Special,Cheers,Won,2017-03-16,2017-06-03,54.0,1,entertainment,25,4269.9,6472,1,1,Celia Rouche,West
HPYLUU5P,Maureen Marcano,MG Special,Newex,Won,2017-03-16,2017-06-26,62.0,1,services,27,1012.72,3492,0,0,Summer Sewald,West
I7AH5FW0,Moses Frase,GTX Basic,dambase,Lost,2017-03-16,2017-05-23,0.0,0,marketing,23,2173.98,2928,1,1,Dustin Brinkmann,Central
RSFYKC1F,Moses Frase,GTX Basic,Betatech,Won,2017-03-16,2017-06-25,619.0,1,medical,32,647.18,1185,0,0,Dustin Brinkmann,Central
RMW0TRSZ,Rosalina Dieter,MG Special,Golddex,Lost,2017-03-16,2017-05-20,0.0,0,finance,10,52.5,165,0,1,Celia Rouche,West
GNENBXRW,Rosalina Dieter,MG Special,Hatfan,Lost,2017-03-16,2017-05-17,0.0,0,services,36,792.46,1299,0,1,Celia Rouche,West
L20NI94X,Rosalina Dieter,MG Advanced,Xx-holding,Lost,2017-03-16,2017-06-05,0.0,0,finance,25,7537.24,20293,0,1,Celia Rouche,West
CG65AS6X,Vicki Laflamme,GTXPro,Xx-holding,Won,2017-03-16,2017-03-29,4408.0,1,finance,25,7537.24,20293,0,1,Celia Rouche,West
9XV6GX8D,Zane Levy,GTX Basic,Cheers,Won,2017-03-16,2017-06-07,605.0,1,entertainment,25,4269.9,6472,1,1,Summer Sewald,West
IDIMBX0N,Anna Snelling,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-17,2017-03-26,6064.0,1,retail,11,894.33,1635,0,0,Dustin Brinkmann,Central
W75XU368,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-17,2017-06-17,641.0,1,retail,15,1419.98,4018,0,1,Rocco Neubert,East
WIY2Q0Q5,Cassey Cress,GTX Basic,Vehement Capital Partners,Won,2017-03-17,2017-05-17,491.0,1,finance,25,646.1,883,1,1,Rocco Neubert,East
7V1FQBL9,Corliss Cosme,GTXPro,Plussunin,Lost,2017-03-17,2017-05-03,0.0,0,retail,15,1419.98,4018,0,1,Cara Losch,East
4PXSBQU8,Darcel Schlecht,MG Special,Codehow,Won,2017-03-17,2017-05-27,47.0,1,software,20,2714.9,2641,1,1,Melvin Marxen,Central
QRKHWNRB,Elease Gluck,MG Special,Faxquote,Won,2017-03-17,2017-06-25,63.0,1,telecommunications,23,1825.82,5595,1,1,Celia Rouche,West
1YGNHE69,Garret Kinder,MG Advanced,Sumace,Won,2017-03-17,2017-05-18,3291.0,1,retail,18,167.89,493,0,0,Cara Losch,East
TAEUD0HP,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-17,2017-06-10,1188.0,1,retail,22,2214.94,5374,0,1,Celia Rouche,West
72TBO2HA,Kary Hendrixson,GTX Basic,Cheers,Lost,2017-03-17,2017-05-08,0.0,0,entertainment,25,4269.9,6472,1,1,Summer Sewald,West
FCW4SAAP,Kary Hendrixson,GTX Basic,Scotfind,Won,2017-03-17,2017-06-11,478.0,1,software,22,6354.87,16780,1,1,Summer Sewald,West
DEH0MYSO,Kary Hendrixson,MG Special,Green-Plus,Won,2017-03-17,2017-05-24,60.0,1,services,15,692.19,1922,0,1,Summer Sewald,West
PEVJ6O6R,Reed Clapper,GTXPro,Silis,Won,2017-03-17,2017-03-27,4064.0,1,medical,24,2818.38,6290,0,1,Rocco Neubert,East
T02CX0BY,Reed Clapper,MG Advanced,Ontomedia,Won,2017-03-17,2017-03-31,2550.0,1,employment,21,882.12,2769,0,1,Rocco Neubert,East
SSX3QRTB,Rosie Papadopoulos,MG Special,Bioplex,Lost,2017-03-17,2017-05-08,0.0,0,medical,27,326.82,1016,0,1,Cara Losch,East
UBX7TMQG,Versie Hillebrand,GTX Plus Pro,Dontechi,Lost,2017-03-17,2017-05-10,0.0,0,software,36,4618.0,10083,0,1,Dustin Brinkmann,Central
RR5AMWPQ,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,2017-03-17,2017-05-16,0.0,0,retail,11,894.33,1635,0,0,Dustin Brinkmann,Central
FHLNW3WH,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-03-17,2017-06-21,3378.0,1,employment,21,291.27,586,0,1,Dustin Brinkmann,Central
IAVMELUO,Wilburn Farren,GTXPro,Gekko & Co,Won,2017-03-17,2017-05-30,6135.0,1,retail,28,2520.83,3502,0,1,Cara Losch,East
PRMMZX9O,Zane Levy,GTX Plus Basic,Newex,Won,2017-03-17,2017-06-02,999.0,1,services,27,1012.72,3492,0,0,Summer Sewald,West
ZZFES7ID,Zane Levy,MG Special,Singletechno,Won,2017-03-17,2017-06-05,52.0,1,retail,22,2214.94,5374,0,1,Summer Sewald,West
G7PNQB9M,Anna Snelling,GTX Plus Basic,Warephase,Lost,2017-03-18,2017-05-25,0.0,0,services,21,2041.73,5276,0,1,Dustin Brinkmann,Central
Z0R5O2VW,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-03-18,2017-05-24,0.0,0,marketing,19,1197.44,2570,0,1,Rocco Neubert,East
VS0TWECS,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-18,2017-06-18,530.0,1,retail,15,1419.98,4018,0,1,Rocco Neubert,East
XN7EV14M,Cecily Lampkin,GTX Basic,Konmatfix,Won,2017-03-18,2017-05-09,538.0,1,marketing,33,375.43,1190,0,1,Dustin Brinkmann,Central
P5BRH80Z,Cecily Lampkin,MG Special,Rundofase,Won,2017-03-18,2017-03-27,53.0,1,technolgy,35,1008.06,1238,0,1,Dustin Brinkmann,Central
CQVDJR45,Darcel Schlecht,GTXPro,Scottech,Won,2017-03-18,2017-06-12,5416.0,1,marketing,6,45.39,100,1,1,Melvin Marxen,Central
QUFCX2MF,Elease Gluck,MG Special,Scotfind,Lost,2017-03-18,2017-05-27,0.0,0,software,22,6354.87,16780,1,1,Celia Rouche,West
RW13VT8T,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-03-18,2017-05-11,4995.0,1,marketing,34,3027.46,9516,0,0,Cara Losch,East
5LJ47CVS,James Ascencio,GTX Basic,Sonron,Lost,2017-03-18,2017-06-22,0.0,0,telecommunications,19,1699.85,5108,0,1,Summer Sewald,West
87XTACKH,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,2017-03-18,2017-05-26,1137.0,1,medical,6,587.34,1356,0,0,Melvin Marxen,Central
0Z2CQ0MQ,Kami Bicknell,GTX Basic,Sonron,Won,2017-03-18,2017-03-28,453.0,1,telecommunications,19,1699.85,5108,0,1,Summer Sewald,West
4SK6YLB0,Kami Bicknell,GTX Plus Basic,Hottechi,Won,2017-03-18,2017-05-27,1065.0,1,technolgy,21,8170.38,16499,0,0,Summer Sewald,West
EVVX3PQ5,Kami Bicknell,GTXPro,Singletechno,Won,2017-03-18,2017-05-04,4373.0,1,retail,22,2214.94,5374,0,1,Summer Sewald,West
9Y3JDP1B,Kami Bicknell,MG Advanced,Labdrill,Won,2017-03-18,2017-06-19,2560.0,1,medical,33,2741.37,9226,0,1,Summer Sewald,West
ACB3QZAY,Kary Hendrixson,GTXPro,Singletechno,Lost,2017-03-18,2017-06-04,0.0,0,retail,22,2214.94,5374,0,1,Summer Sewald,West
COWC9H9T,Markita Hansen,GTX Plus Basic,Groovestreet,Won,2017-03-18,2017-03-31,1171.0,1,retail,15,223.8,299,0,1,Celia Rouche,West
ZTHMJWYZ,Markita Hansen,MG Special,Konex,Won,2017-03-18,2017-06-22,53.0,1,technolgy,38,7708.38,13756,0,1,Celia Rouche,West
MMGWAWBA,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-03-18,2017-06-02,6553.0,1,telecommunications,30,5266.09,8595,1,1,Melvin Marxen,Central
8LPO6YCO,Marty Freudenburg,MG Advanced,Betatech,Won,2017-03-18,2017-05-07,3542.0,1,medical,32,647.18,1185,0,0,Melvin Marxen,Central
CDUIUYY2,Moses Frase,MG Advanced,Finhigh,Won,2017-03-18,2017-06-11,3619.0,1,finance,12,1102.43,1759,0,1,Dustin Brinkmann,Central
9328IHHL,Wilburn Farren,MG Advanced,Bluth Company,Won,2017-03-18,2017-05-18,3589.0,1,technolgy,25,1242.32,3027,1,1,Cara Losch,East
ZFB7CBR6,Zane Levy,GTX Plus Pro,Plexzap,Won,2017-03-18,2017-05-13,6262.0,1,retail,17,2437.85,4874,0,1,Summer Sewald,West
6RJE18RW,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-03-19,2017-03-24,1161.0,1,technolgy,22,1100.04,2822,0,1,Rocco Neubert,East
GK86H0SK,Cassey Cress,GTXPro,Umbrella Corporation,Won,2017-03-19,2017-03-28,4975.0,1,finance,20,2022.14,5113,0,1,Rocco Neubert,East
QXU90OP8,Corliss Cosme,GTX Basic,Zotware,Won,2017-03-19,2017-03-22,586.0,1,software,39,4478.47,13809,0,1,Cara Losch,East
NXXSU27K,Corliss Cosme,MG Special,The New York Inquirer,Won,2017-03-19,2017-03-25,41.0,1,medical,22,439.21,792,0,1,Cara Losch,East
06YL7WVJ,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-03-19,2017-03-21,929.0,1,medical,26,3922.42,6837,0,1,Melvin Marxen,Central
K4Y8R0FX,Darcel Schlecht,MG Special,Streethex,Won,2017-03-19,2017-06-04,65.0,1,retail,30,1376.8,1165,0,0,Melvin Marxen,Central
F8O0IY28,Donn Cantrell,GTX Basic,Zencorporation,Won,2017-03-19,2017-03-30,574.0,1,technolgy,7,40.79,142,0,0,Rocco Neubert,East
8T8J06EL,Gladys Colclough,GTXPro,Condax,Lost,2017-03-19,2017-06-26,0.0,0,medical,1,4.54,9,0,1,Melvin Marxen,Central
3AE6GW2D,Gladys Colclough,GTXPro,Streethex,Lost,2017-03-19,2017-05-09,0.0,0,retail,30,1376.8,1165,0,0,Melvin Marxen,Central
T0SEVT4K,Hayden Neloms,MG Advanced,Labdrill,Won,2017-03-19,2017-06-16,3028.0,1,medical,33,2741.37,9226,0,1,Celia Rouche,West
36VPT9RZ,James Ascencio,GTX Basic,Singletechno,Won,2017-03-19,2017-03-26,403.0,1,retail,22,2214.94,5374,0,1,Summer Sewald,West
R2RL1Y49,Kami Bicknell,GTX Basic,Sonron,Lost,2017-03-19,2017-05-16,0.0,0,telecommunications,19,1699.85,5108,0,1,Summer Sewald,West
7Q7SA3EK,Kami Bicknell,MG Advanced,Kan-code,Won,2017-03-19,2017-06-07,3290.0,1,software,36,11698.03,34288,0,1,Summer Sewald,West
6JI36HIE,Kary Hendrixson,MG Advanced,Sonron,Lost,2017-03-19,2017-06-23,0.0,0,telecommunications,19,1699.85,5108,0,1,Summer Sewald,West
B5CBSTM5,Kary Hendrixson,MG Advanced,Golddex,Won,2017-03-19,2017-03-29,3550.0,1,finance,10,52.5,165,0,1,Summer Sewald,West
SNBYNW8H,Moses Frase,MG Advanced,Rangreen,Won,2017-03-19,2017-06-23,3657.0,1,technolgy,31,2938.67,8775,0,0,Dustin Brinkmann,Central
IEN6RBZI,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-03-19,2017-06-24,1046.0,1,software,39,4478.47,13809,0,1,Rocco Neubert,East
9P026O47,Versie Hillebrand,MG Special,Warephase,Won,2017-03-19,2017-05-27,50.0,1,services,21,2041.73,5276,0,1,Dustin Brinkmann,Central
AJLNEUVY,Versie Hillebrand,MG Advanced,Funholding,Won,2017-03-19,2017-03-27,2871.0,1,finance,27,2819.5,7227,1,1,Dustin Brinkmann,Central
LJIAOC0Q,Violet Mclelland,MG Special,Bioplex,Won,2017-03-19,2017-06-04,52.0,1,medical,27,326.82,1016,0,1,Cara Losch,East
2BYD4WQ7,Anna Snelling,MG Special,Funholding,Lost,2017-03-20,2017-05-19,0.0,0,finance,27,2819.5,7227,1,1,Dustin Brinkmann,Central
HP6DSCMH,Boris Faz,GTX Basic,Kan-code,Won,2017-03-20,2017-06-12,564.0,1,software,36,11698.03,34288,0,1,Rocco Neubert,East
FM4S93O6,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-03-20,2017-05-23,0.0,0,marketing,19,1197.44,2570,0,1,Rocco Neubert,East
GGPSSI5Q,Daniell Hammack,MG Advanced,Ganjaflex,Won,2017-03-20,2017-06-02,3780.0,1,retail,23,5158.71,17479,0,0,Rocco Neubert,East
4D95LU0H,Darcel Schlecht,GTX Basic,dambase,Won,2017-03-20,2017-06-24,491.0,1,marketing,23,2173.98,2928,1,1,Melvin Marxen,Central
KA79LTFF,Darcel Schlecht,GTX Basic,Dontechi,Won,2017-03-20,2017-03-30,604.0,1,software,36,4618.0,10083,0,1,Melvin Marxen,Central
OBBVVO9O,Elease Gluck,GTK 500,Singletechno,Lost,2017-03-20,2017-05-27,0.0,0,retail,22,2214.94,5374,0,1,Celia Rouche,West
83HX5CIJ,Kami Bicknell,GTX Basic,Sonron,Lost,2017-03-20,2017-03-23,0.0,0,telecommunications,19,1699.85,5108,0,1,Summer Sewald,West
SGV1FR3O,Kami Bicknell,GTX Basic,Cheers,Won,2017-03-20,2017-06-23,568.0,1,entertainment,25,4269.9,6472,1,1,Summer Sewald,West
TJ6U9HZ3,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-03-20,2017-06-24,601.0,1,retail,22,2214.94,5374,0,1,Summer Sewald,West
1N99TLIA,Maureen Marcano,MG Advanced,Blackzim,Lost,2017-03-20,2017-06-02,0.0,0,retail,9,497.11,1588,0,1,Summer Sewald,West
JYE2QFGE,Niesha Huffines,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-20,2017-05-06,5616.0,1,retail,11,894.33,1635,0,0,Melvin Marxen,Central
IEOMRMWW,Reed Clapper,GTXPro,Zotware,Lost,2017-03-20,2017-06-28,0.0,0,software,39,4478.47,13809,0,1,Rocco Neubert,East
ZW7N89K3,Rosalina Dieter,GTXPro,Faxquote,Lost,2017-03-20,2017-05-18,0.0,0,telecommunications,23,1825.82,5595,1,1,Celia Rouche,West
MIU04JC2,Versie Hillebrand,MG Special,dambase,Lost,2017-03-20,2017-06-21,0.0,0,marketing,23,2173.98,2928,1,1,Dustin Brinkmann,Central
VF2OKZY5,Vicki Laflamme,MG Advanced,Scotfind,Lost,2017-03-20,2017-06-12,0.0,0,software,22,6354.87,16780,1,1,Celia Rouche,West
QSBKLWSW,Violet Mclelland,GTX Basic,Opentech,Won,2017-03-20,2017-06-29,542.0,1,finance,24,355.23,853,0,1,Cara Losch,East
0GTJE2VQ,Wilburn Farren,GTX Basic,Gekko & Co,Won,2017-03-20,2017-06-14,497.0,1,retail,28,2520.83,3502,0,1,Cara Losch,East
H91G4MYP,Zane Levy,GTXPro,J-Texon,Won,2017-03-20,2017-05-22,5443.0,1,retail,29,1388.67,3583,0,1,Summer Sewald,West
DDBH2FPP,Anna Snelling,GTX Plus Basic,Rangreen,Won,2017-03-21,2017-06-16,1037.0,1,technolgy,31,2938.67,8775,0,0,Dustin Brinkmann,Central
N8F2PFQP,Boris Faz,GTX Plus Basic,Betasoloin,Won,2017-03-21,2017-04-03,992.0,1,medical,19,251.41,495,0,1,Rocco Neubert,East
WELHHO3U,Cecily Lampkin,GTX Plus Basic,Stanredtax,Won,2017-03-21,2017-03-30,966.0,1,finance,31,1698.2,3798,0,1,Dustin Brinkmann,Central
CUAYGT78,Daniell Hammack,MG Advanced,Zotware,Lost,2017-03-21,2017-06-26,0.0,0,software,39,4478.47,13809,0,1,Rocco Neubert,East
9KDR9PQX,Garret Kinder,GTX Plus Pro,Vehement Capital Partners,Lost,2017-03-21,2017-04-01,0.0,0,finance,25,646.1,883,1,1,Cara Losch,East
8A5HA974,Jonathan Berthelot,GTX Basic,Warephase,Lost,2017-03-21,2017-04-01,0.0,0,services,21,2041.73,5276,0,1,Melvin Marxen,Central
M1L0IWB6,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-21,2017-05-11,3232.0,1,medical,26,3922.42,6837,0,1,Melvin Marxen,Central
I2U6MKUT,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-03-21,2017-05-29,548.0,1,retail,23,5158.71,17479,0,0,Rocco Neubert,East
RK6UFTI8,Wilburn Farren,MG Advanced,Plussunin,Lost,2017-03-21,2017-03-26,0.0,0,retail,15,1419.98,4018,0,1,Cara Losch,East
ECOU1XXZ,Anna Snelling,MG Special,Ron-tech,Won,2017-03-22,2017-05-30,52.0,1,medical,26,3922.42,6837,0,1,Dustin Brinkmann,Central
OTDDPHWJ,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Lost,2017-03-22,2017-05-28,0.0,0,retail,11,894.33,1635,0,0,Melvin Marxen,Central
20N9WSRC,Darcel Schlecht,GTXPro,Globex Corporation,Lost,2017-03-22,2017-05-23,0.0,0,technolgy,18,1223.72,2497,0,0,Melvin Marxen,Central
IJ4GXGCU,Darcel Schlecht,GTXPro,Isdom,Won,2017-03-22,2017-03-30,5109.0,1,medical,16,3178.24,4540,0,1,Melvin Marxen,Central
U0G8KIPB,Gladys Colclough,MG Special,Codehow,Won,2017-03-22,2017-06-21,49.0,1,software,20,2714.9,2641,1,1,Melvin Marxen,Central
2YVVZN5L,Jonathan Berthelot,GTX Plus Basic,Konmatfix,Lost,2017-03-22,2017-05-03,0.0,0,marketing,33,375.43,1190,0,1,Melvin Marxen,Central
TGW7OYMD,Kami Bicknell,GTX Basic,Kan-code,Won,2017-03-22,2017-06-25,447.0,1,software,36,11698.03,34288,0,1,Summer Sewald,West
XJ9RQU4K,Lajuana Vencill,MG Advanced,Isdom,Won,2017-03-22,2017-06-14,3430.0,1,medical,16,3178.24,4540,0,1,Dustin Brinkmann,Central
4TRMURKI,Niesha Huffines,GTX Basic,Condax,Lost,2017-03-22,2017-06-18,0.0,0,medical,1,4.54,9,0,1,Melvin Marxen,Central
TJXY9DQG,Reed Clapper,MG Advanced,Donquadtech,Won,2017-03-22,2017-06-10,3245.0,1,technolgy,26,1712.68,3194,1,1,Rocco Neubert,East
DV9ZB9KL,Versie Hillebrand,GTX Basic,Bioholding,Lost,2017-03-22,2017-03-27,0.0,0,medical,6,587.34,1356,0,0,Dustin Brinkmann,Central
J712QVSG,Versie Hillebrand,MG Special,Ron-tech,Won,2017-03-22,2017-03-26,61.0,1,medical,26,3922.42,6837,0,1,Dustin Brinkmann,Central
LCBVIPRA,Vicki Laflamme,MG Special,Golddex,Won,2017-03-22,2017-06-29,60.0,1,finance,10,52.5,165,0,1,Celia Rouche,West
88R08IL1,Violet Mclelland,MG Special,Kan-code,Lost,2017-03-22,2017-04-01,0.0,0,software,36,11698.03,34288,0,1,Cara Losch,East
WNMF0OHM,Anna Snelling,GTX Plus Pro,dambase,Won,2017-03-23,2017-04-01,5060.0,1,marketing,23,2173.98,2928,1,1,Dustin Brinkmann,Central
I0D1O3GX,Boris Faz,GTX Basic,Xx-zobam,Lost,2017-03-23,2017-04-01,0.0,0,entertainment,29,3838.39,8274,0,1,Rocco Neubert,East
7LNGJB3S,Cassey Cress,GTX Basic,Kan-code,Won,2017-03-23,2017-04-01,585.0,1,software,36,11698.03,34288,0,1,Rocco Neubert,East
AVD2WQZY,Corliss Cosme,GTXPro,Sumace,Lost,2017-03-23,2017-06-11,0.0,0,retail,18,167.89,493,0,0,Cara Losch,East
UD9V38LV,Donn Cantrell,GTXPro,Betasoloin,Lost,2017-03-23,2017-05-19,0.0,0,medical,19,251.41,495,0,1,Rocco Neubert,East
JMTO8BPQ,Gladys Colclough,GTXPro,Hottechi,Lost,2017-03-23,2017-04-03,0.0,0,technolgy,21,8170.38,16499,0,0,Melvin Marxen,Central
06YBVWXZ,Kami Bicknell,GTXPro,Condax,Lost,2017-03-23,2017-04-03,0.0,0,medical,1,4.54,9,0,1,Summer Sewald,West
1VCAS7FL,Lajuana Vencill,MG Special,Condax,Lost,2017-03-23,2017-04-05,0.0,0,medical,1,4.54,9,0,1,Dustin Brinkmann,Central
G2TASA8C,Lajuana Vencill,MG Special,Dontechi,Lost,2017-03-23,2017-06-15,0.0,0,software,36,4618.0,10083,0,1,Dustin Brinkmann,Central
CRW2CCMB,Markita Hansen,GTX Basic,Nam-zim,Won,2017-03-23,2017-06-05,572.0,1,services,31,405.59,1179,1,0,Celia Rouche,West
7FER10E1,Markita Hansen,MG Special,Golddex,Won,2017-03-23,2017-06-08,54.0,1,finance,10,52.5,165,0,1,Celia Rouche,West
K96NUCWR,Moses Frase,GTX Basic,Dontechi,Lost,2017-03-23,2017-04-01,0.0,0,software,36,4618.0,10083,0,1,Dustin Brinkmann,Central
SE609QTE,Versie Hillebrand,MG Special,Stanredtax,Won,2017-03-23,2017-05-05,60.0,1,finance,31,1698.2,3798,0,1,Dustin Brinkmann,Central
CT9XECID,Versie Hillebrand,MG Advanced,Zumgoity,Won,2017-03-23,2017-04-01,3251.0,1,medical,34,441.08,1210,0,1,Dustin Brinkmann,Central
SUO8VZQ8,Vicki Laflamme,GTX Plus Pro,Lexiqvolax,Won,2017-03-23,2017-06-14,5930.0,1,medical,14,1618.89,3889,0,1,Celia Rouche,West
9LX9MAPU,Violet Mclelland,GTX Plus Basic,Mathtouch,Won,2017-03-23,2017-04-01,941.0,1,marketing,34,3027.46,9516,0,0,Cara Losch,East
PHP5V833,Anna Snelling,GTX Basic,Cancity,Lost,2017-03-24,2017-05-18,0.0,0,retail,17,718.62,2448,0,1,Dustin Brinkmann,Central
7XEB6TFB,Anna Snelling,MG Special,Scottech,Won,2017-03-24,2017-06-06,56.0,1,marketing,6,45.39,100,1,1,Dustin Brinkmann,Central
KV9LW061,Anna Snelling,MG Advanced,Codehow,Won,2017-03-24,2017-04-04,3445.0,1,software,20,2714.9,2641,1,1,Dustin Brinkmann,Central
8RZ1A49O,Cecily Lampkin,MG Special,Bioholding,Won,2017-03-24,2017-03-31,54.0,1,medical,6,587.34,1356,0,0,Dustin Brinkmann,Central
V4EKF9RF,Corliss Cosme,MG Advanced,Mathtouch,Won,2017-03-24,2017-03-31,3498.0,1,marketing,34,3027.46,9516,0,0,Cara Losch,East
VJ1EK4A3,Daniell Hammack,GTX Basic,Vehement Capital Partners,Won,2017-03-24,2017-04-02,540.0,1,finance,25,646.1,883,1,1,Rocco Neubert,East
65B8HSTW,Daniell Hammack,GTXPro,Gekko & Co,Won,2017-03-24,2017-04-02,4986.0,1,retail,28,2520.83,3502,0,1,Rocco Neubert,East
KIJB458K,Darcel Schlecht,GTX Plus Pro,Toughzap,Lost,2017-03-24,2017-04-03,0.0,0,retail,23,332.43,799,0,1,Melvin Marxen,Central
8PHJ7N4E,Darcel Schlecht,GTX Plus Pro,Domzoom,Won,2017-03-24,2017-05-15,5214.0,1,entertainment,20,217.87,551,0,1,Melvin Marxen,Central
